지점,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
279,2022-06-30 18:00,28.9,,0.4,0,75,29.8,24,1005.2,1010.7,0.7,,,,6,0,,,2000,,,32,,,,
279,2022-06-30 19:00,28.8,,0.8,270,71,28.1,23,1005.6,1011.1,0.4,,,,7,1,,25,2000,,,29.9,,,,
279,2022-06-30 20:00,26.9,0,0.8,250,84,29.7,23.9,1006.3,1011.9,0,,,,7,3,,16,1941,,,28.2,,,,
279,2022-06-30 21:00,25.8,,1,290,87,28.8,23.4,1007.3,1012.9,,,,,7,0,,,2000,,,26.9,,,,
279,2022-06-30 22:00,25,,0.5,270,89,28.1,23,1008.2,1013.8,,,,,2,0,,,2000,,,26.1,,,,
279,2022-06-30 23:00,24.7,,0.4,0,90,27.9,22.9,1008.4,1014,,,,,3,0,,,2000,,,25.4,,,,
279,2022-07-01 0:00,24.6,,0.8,230,88,27.1,22.4,1008.5,1014.1,,,,,4,0,,,1869,,,24.8,,,,
279,2022-07-01 1:00,23.4,,0.7,290,94,26.9,22.3,1008.5,1014.1,,,,,3,0,,,1773,,,24.3,,,,
279,2022-07-01 2:00,23,,0.6,270,95,26.6,22.1,1008.8,1014.4,,,,,2,0,,,1389,,,24,,,,
279,2022-07-01 3:00,22.7,,0.6,290,96,26.4,22,1009,1014.7,,,,,1,0,,,1009,,,23.6,,,,
279,2022-07-01 4:00,22.4,,0.4,0,96,26,21.7,1009.5,1015.2,,,,,2,0,,,836,,,23.3,,,,
279,2022-07-01 5:00,22.3,,0.7,290,96,25.8,21.6,1009.7,1015.4,,,,,3,0,,,911,,,23.1,,,,
279,2022-07-01 6:00,22.4,,0.7,290,96,26,21.7,1010,1015.7,0,,,,0,0,,,992,,,23.3,,,,
279,2022-07-01 7:00,24.3,,0.9,270,89,26.9,22.3,1010.3,1015.9,0.9,,,,0,0,,,1536,,,24.7,,,,
279,2022-07-01 8:00,26.3,,0.2,0,75,25.6,21.5,1010.3,1015.9,1,,,,0,0,,,2000,,,25.7,,,,
279,2022-07-01 9:00,28.2,,1.5,110,70,26.8,22.2,1010.2,1015.8,1,,,,3,0,,,2000,,,32.6,,,,
279,2022-07-01 10:00,29.3,,1.8,110,63,25.6,21.5,1010,1015.5,1,,,,2,0,,,2000,,,36.7,,,,
279,2022-07-01 11:00,31.2,,2.1,90,56,25.3,21.3,1009.7,1015.2,1,,,,0,0,,,2000,,,39.7,,,,
279,2022-07-01 12:00,31.7,,1.6,90,56,26.1,21.8,1009.5,1015,1,,,,1,0,,,2000,,,42,,,,
279,2022-07-01 13:00,32.6,,1.3,90,53,26,21.7,1008.9,1014.4,0.8,,,,5,4,,13,2000,,,41.4,,,,
279,2022-07-01 14:00,32.4,,1.2,230,52,25.2,21.2,1008.5,1014,0.9,,,,5,2,,20,2000,,,39.5,,,,
279,2022-07-01 15:00,32.9,,1,230,49,24.4,20.7,1008,1013.5,0.8,,,,6,1,,18,2000,,,41.5,,,,
279,2022-07-01 16:00,33,,0.6,320,50,25,21.1,1007.5,1013,0.3,,,,6,2,,18,2000,,,36.5,,,,
279,2022-07-01 17:00,32.9,,0.7,110,46,22.9,19.7,1007.2,1012.7,0.5,,,,6,1,,18,2000,,,36.2,,,,
279,2022-07-01 18:00,30.3,,1.5,320,58,25,21.1,1007.7,1013.2,0,,,,8,8,,17,2000,,,32.4,,,,
279,2022-07-01 19:00,28.4,,0.5,340,65,25,21.1,1007.8,1013.3,0.1,,,,6,2,,21,2000,,,30.1,,,,
279,2022-07-01 20:00,27.2,,0.5,290,74,26.6,22.1,1008.1,1013.7,0,,,,1,0,,,2000,,,28.3,,,,
279,2022-07-01 21:00,26.1,,0.9,290,81,27.2,22.5,1008.5,1014.1,,,,,1,0,,,2000,,,27,,,,
279,2022-07-01 22:00,25.4,,0.6,290,84,27.1,22.4,1009,1014.6,,,,,0,0,,,2000,,,26.3,,,,
279,2022-07-01 23:00,24.5,,0.6,320,88,26.9,22.3,1009,1014.6,,,,,0,0,,,2000,,,25.7,,,,
279,2022-07-02 0:00,24.2,,0.5,290,89,26.8,22.2,1009.1,1014.7,,,,,0,0,,,2000,,,25.1,,,,
279,2022-07-02 1:00,23.8,,0.6,290,90,26.4,22,1009,1014.6,,,,,0,0,,,1694,,,24.7,,,,
279,2022-07-02 2:00,23.5,,0.6,290,92,26.6,22.1,1009.1,1014.7,,,,,0,0,,,1258,,,24.3,,,,
279,2022-07-02 3:00,23.1,,0.3,0,94,26.4,22,1009.2,1014.8,,,,,0,0,,,967,,,23.9,,,,
279,2022-07-02 4:00,22.9,,0.4,0,94,26.1,21.8,1009.1,1014.8,,,,,0,0,,,852,,,23.5,,,,
279,2022-07-02 5:00,22.5,,1,270,95,25.8,21.6,1009.3,1015,,,,,0,0,,,671,,,23.2,,,,
279,2022-07-02 6:00,22.5,,0.3,0,95,25.8,21.6,1009.6,1015.3,0,,,,0,0,,,743,,,23.4,,,,
279,2022-07-02 7:00,24.2,,0.2,0,90,27.1,22.4,1009.5,1015.1,0.9,,,,0,0,,,1151,,,24.9,,,,
279,2022-07-02 8:00,26.3,,0.7,70,77,26.3,21.9,1009.3,1014.9,1,,,,0,0,,,1229,,,26,,,,
279,2022-07-02 9:00,28.2,,0.4,0,69,26.3,21.9,1009,1014.6,1,,,,0,0,,,907,,,33.2,,,,
279,2022-07-02 10:00,30.2,,0.8,70,58,24.9,21,1008.8,1014.3,1,,,,0,0,,,1205,,,38.5,,,,
279,2022-07-02 11:00,31.9,,0.9,70,52,24.6,20.8,1008.2,1013.7,1,,,,1,0,,,2000,,,42.8,,,,
279,2022-07-02 12:00,33.3,,1.5,180,36,18.3,16.1,1008,1013.5,1,,,,0,0,,,2000,,,47.2,,,,
279,2022-07-02 13:00,34.4,,2,110,33,17.8,15.7,1007.2,1012.6,1,,,,1,0,,,2000,,,50.2,,,,
279,2022-07-02 14:00,34.4,,1.6,250,37,20.1,17.6,1006.5,1011.9,1,,,,3,1,,73,2000,,,50.5,,,,
279,2022-07-02 15:00,34.1,,1,250,38,20.2,17.7,1005.8,1011.2,0.9,,,,5,5,,56,2000,,,44.3,,,,
279,2022-07-02 16:00,34.6,,1.3,230,38,20.9,18.2,1005.2,1010.6,1,,,,6,3,,61,2000,,,47.2,,,,
279,2022-07-02 17:00,34.5,,2.2,250,39,21.3,18.5,1004.6,1010,0.9,,,,5,3,,71,2000,,,44,,,,
279,2022-07-02 18:00,33.1,,0.9,250,44,22.2,19.2,1004.6,1010.1,0.7,,,,4,0,,,2000,,,37.4,,,,
279,2022-07-02 19:00,31.4,,0.6,230,52,23.8,20.3,1004.7,1010.2,0.6,,,,3,3,,,2000,,,33.4,,,,
279,2022-07-02 20:00,29,,0.7,250,61,24.4,20.7,1004.8,1010.3,0,,,,5,4,,53,2000,,,30.8,,,,
279,2022-07-02 21:00,27.8,,0.4,0,67,25,21.1,1005.2,1010.7,,,,,5,5,,54,2000,,,29.4,,,,
279,2022-07-02 22:00,27.3,,0.9,270,69,25,21.1,1005.5,1011.1,,,,,8,7,,56,2000,,,28.7,,,,
279,2022-07-02 23:00,27.7,,0.7,250,67,24.9,21,1005.7,1011.3,,,,,10,9,,53,751,,,28.4,,,,
279,2022-07-03 0:00,27.1,,0.7,290,72,25.8,21.6,1005.8,1011.4,,,,,10,10,,52,457,,,28,,,,
279,2022-07-03 1:00,27.4,,0.6,290,65,23.7,20.2,1005.7,1011.3,,,,,9,7,,51,2000,,,27.4,,,,
279,2022-07-03 2:00,26.9,,0.6,250,64,22.7,19.5,1005.6,1011.2,,,,,10,7,,52,2000,,,26.9,,,,
279,2022-07-03 3:00,26.1,0,0.8,270,69,23.2,19.9,1005.6,1011.2,,,,,10,9,,46,2000,,,26.5,,,,
279,2022-07-03 4:00,25.4,,0.5,250,71,22.9,19.7,1005.5,1011.1,,,,,5,5,,44,2000,,,25.6,,,,
279,2022-07-03 5:00,24,,0.6,270,77,22.9,19.7,1005.2,1010.8,,,,,5,4,,67,2000,,,24.7,,,,
279,2022-07-03 6:00,23.7,,1.2,270,78,22.8,19.6,1005.3,1010.9,0,,,,2,0,,,2000,,,24.4,,,,
279,2022-07-03 7:00,25.2,,0.3,0,73,23.4,20,1005.4,1011,0.5,,,,6,2,,62,1881,,,26.2,,,,
279,2022-07-03 8:00,27.1,,0.1,0,64,22.8,19.6,1005.3,1010.9,0.7,,,,3,0,,,2000,,,27.3,,,,
279,2022-07-03 9:00,29.6,,0.4,0,58,24,20.4,1004.8,1010.3,1,,,,8,8,,59,2000,,,36.1,,,,
279,2022-07-03 10:00,31,,1.9,90,49,22,19,1004.3,1009.8,1,,,,8,8,,53,2000,,,42.1,,,,
279,2022-07-03 11:00,31.6,,1.4,160,44,20.4,17.8,1004,1009.5,0.9,,,,9,9,,54,2000,,,43.8,,,,
279,2022-07-03 12:00,32.7,,1.5,200,42,20.8,18.1,1003.3,1008.8,0.9,,,,8,5,,49,2000,,,50.2,,,,
279,2022-07-03 13:00,33.6,,1.2,200,41,21.3,18.5,1002.8,1008.2,1,,,,7,2,,43,2000,,,50.8,,,,
279,2022-07-03 14:00,35,,0.9,360,39,21.8,18.9,1002.3,1007.7,1,,,,6,4,,40,2000,,,51.5,,,,
279,2022-07-03 15:00,34.5,,1.3,320,40,21.8,18.9,1001.6,1007,0.9,,,,6,1,,20,2000,,,48.5,,,,
279,2022-07-03 16:00,34.7,,0.3,0,40,22.1,19.1,1001.2,1006.6,0.9,,,,6,3,,20,2000,,,47.7,,,,
279,2022-07-03 17:00,34.3,,1.5,230,39,21,18.3,1000.8,1006.2,0.7,,,,7,4,,21,2000,,,42.9,,,,
279,2022-07-03 18:00,33.2,,1.1,230,45,22.8,19.6,1000.8,1006.2,0.3,,,,7,0,,,2000,,,38,,,,
279,2022-07-03 19:00,32.5,,0.6,200,47,22.9,19.7,1001.1,1006.5,0,,,,9,9,,21,2000,,,34.7,,,,
279,2022-07-03 20:00,31,,0.5,290,55,24.6,20.8,1001.7,1007.2,0,,,,9,2,,43,2000,,,32.3,,,,
279,2022-07-03 21:00,29.8,,1,270,61,25.5,21.4,1002,1007.5,,,,,9,1,,,2000,,,30.9,,,,
279,2022-07-03 22:00,28.6,,0.9,270,66,25.8,21.6,1002.1,1007.6,,,,,8,2,,17,2000,,,29.8,,,,
279,2022-07-03 23:00,27.4,,1.1,270,72,26.1,21.8,1002.1,1007.6,,,,,3,2,,,2000,,,28.5,,,,
279,2022-07-04 0:00,26.7,,0.2,0,74,25.8,21.6,1002.2,1007.8,,,,,4,1,,69,2000,,,27.8,,,,
279,2022-07-04 1:00,26.4,,0.2,0,74,25.3,21.3,1002.3,1007.9,,,,,7,3,,22,1594,,,27.7,,,,
279,2022-07-04 2:00,26.3,,0.1,0,73,24.9,21,1002.1,1007.7,,,,,4,2,,19,2000,,,27.5,,,,
279,2022-07-04 3:00,26.3,,0.6,290,75,25.6,21.5,1002,1007.6,,,,,8,8,,21,1541,,,27.2,,,,
279,2022-07-04 4:00,25.5,,0.5,290,81,26.3,21.9,1001.6,1007.2,,,,,6,6,,27,2000,,,27,,,,
279,2022-07-04 5:00,24.9,,0.4,0,81,25.5,21.4,1001.4,1007,,,,,5,4,,28,2000,,,26.1,,,,
279,2022-07-04 6:00,24.5,,0.5,290,83,25.5,21.4,1001.4,1007,0,,,,6,1,,,2000,,,26,,,,
279,2022-07-04 7:00,26.2,,0.3,0,76,25.8,21.6,1001.4,1007,0.4,,,,5,4,,26,1805,,,28,,,,
279,2022-07-04 8:00,28.5,,0.4,0,67,26,21.7,1001.4,1006.9,1,,,,4,0,,,2000,,,29.3,,,,
279,2022-07-04 9:00,29.8,,0.7,230,61,25.5,21.4,1001.1,1006.6,1,,,,7,7,,10,2000,,,39.2,,,,
279,2022-07-04 10:00,30,,0.9,230,58,24.6,20.8,1000.8,1006.3,0.9,,,,8,3,,11,1944,,,43.1,,,,
279,2022-07-04 11:00,30.4,,1.3,270,56,24.3,20.6,1000.7,1006.2,1,,,,8,1,,12,,,,45.5,,,,
279,2022-07-04 12:00,31.3,,0.9,270,55,25,21.1,1000.1,1005.6,0.8,,,,9,2,,12,,,,46.8,,,,
279,2022-07-04 13:00,32.3,,1,160,48,23.1,19.8,999.7,1005.1,0.8,,,,9,6,,14,2000,,,49.2,,,,
279,2022-07-04 14:00,33.5,,0.6,50,46,23.7,20.2,999.1,1004.5,0.5,,,,9,5,,33,2000,,,54.7,,,,
279,2022-07-04 15:00,32.8,,1.2,90,48,23.8,20.3,998.8,1004.2,0.8,,,,9,2,,14,2000,,,48.9,,,,
279,2022-07-04 16:00,31.2,,1.9,140,56,25.3,21.3,998.8,1004.3,0.5,,,,8,3,,33,1779,,,43,,,,
279,2022-07-04 17:00,30.5,,1.8,110,60,26.1,21.8,998.5,1004,0.2,,,,8,5,,22,2000,,,40.6,,,,
279,2022-07-04 18:00,30.5,,1.3,110,57,24.9,21,998.5,1004,0.6,,,,6,5,,30,2000,,,38,,,,
279,2022-07-04 19:00,29.9,,1.3,110,60,25.2,21.2,998.6,1004.1,0,,,,7,7,,24,2000,,,33.8,,,,
279,2022-07-04 20:00,29.4,,0.3,0,63,25.8,21.6,998.9,1004.4,0,,,,8,2,,28,2000,,,31.6,,,,
279,2022-07-04 21:00,27.7,,1,290,72,26.6,22.1,999.3,1004.8,,,,,8,3,,27,2000,,,29.8,,,,
279,2022-07-04 22:00,26.9,,0.8,270,75,26.4,22,999.8,1005.3,,,,,8,0,,,2000,,,29,,,,
279,2022-07-04 23:00,26.6,,0.6,290,77,26.8,22.2,999.8,1005.3,,,,,8,3,,67,2000,,,28.5,,,,
279,2022-07-05 0:00,26.1,,0.6,290,79,26.6,22.1,999.8,1005.4,,,,,9,2,,74,2000,,,27.9,,,,
279,2022-07-05 1:00,25.6,,0.3,0,82,26.8,22.2,999.7,1005.3,,,,,5,2,,,2000,,,27.3,,,,
279,2022-07-05 2:00,25.1,,0.5,290,84,26.6,22.1,999.6,1005.2,,,,,6,1,,10,2000,,,26.7,,,,
279,2022-07-05 3:00,24.6,,0.9,290,86,26.4,22,999.4,1004.9,,,,,5,0,,,2000,,,26.3,,,,
279,2022-07-05 4:00,24.5,,0.5,290,86,26.3,21.9,999.6,1005.2,,,,,7,4,,75,2000,,,26.2,,,,
279,2022-07-05 5:00,24.5,,0.3,0,86,26.3,21.9,999.5,1005,,,,,9,8,,65,2000,,,26.2,,,,
279,2022-07-05 6:00,25,,0.3,0,85,26.8,22.2,999.6,1005.2,0,,,,8,3,,60,2000,,,26.6,,,,
279,2022-07-05 7:00,26.1,,0.4,0,83,27.9,22.9,999.8,1005.4,0.1,,,,8,4,,64,2000,,,29,,,,
279,2022-07-05 8:00,27.3,,0.5,340,77,27.9,22.9,1000,1005.5,0.6,,,,7,0,,,2000,,,30.8,,,,
279,2022-07-05 9:00,27.5,,0.2,0,76,27.7,22.8,1000.2,1005.7,0.2,,,,10,5,,16,2000,,,31.5,,,,
279,2022-07-05 10:00,28.7,,0.7,340,73,28.6,23.3,1000.3,1005.8,0,,,,9,8,,15,2000,,,35.9,,,,
279,2022-07-05 11:00,29.1,,0.7,320,70,28.1,23,1000,1005.5,0.2,,,,8,3,,59,2000,,,38.8,,,,
279,2022-07-05 12:00,32.8,,1.1,340,59,29.3,23.7,999.4,1004.8,0.9,,,,9,1,,16,2000,,,52.1,,,,
279,2022-07-05 13:00,32.4,,0.8,70,55,26.6,22.1,998.8,1004.2,0.9,,,,8,2,,12,2000,,,51,,,,
279,2022-07-05 14:00,32.1,,0.5,140,57,27.2,22.5,998.5,1003.9,0.3,,,,9,6,,13,2000,,,44.7,,,,
279,2022-07-05 15:00,32.8,,1,70,52,25.8,21.6,998.5,1003.9,0.4,,,,9,3,,14,2000,,,46.3,,,,
279,2022-07-05 16:00,32.8,,0.6,340,52,25.8,21.6,998.4,1003.8,0.8,,,,8,2,,62,2000,,,43.7,,,,
279,2022-07-05 17:00,31.7,,1,160,59,27.4,22.6,998.4,1003.8,0.1,,,,8,3,,15,2000,,,38.4,,,,
279,2022-07-05 18:00,28,0,0.7,110,73,27.4,22.6,998.9,1004.4,0.1,,,,8,8,,12,2000,,,34.1,,,,
279,2022-07-05 19:00,26.6,0.1,1.1,270,86,29.8,24,999.6,1005.1,0,,,,7,7,,12,1594,,,29.6,,,,
279,2022-07-05 20:00,26.2,0,0.7,290,90,30.6,24.4,1000.1,1005.7,0,,,,8,2,,17,1526,,,28.8,,,,
279,2022-07-05 21:00,25.9,0.3,0.5,290,93,30.9,24.6,1000.7,1006.3,,,,,8,1,,20,886,,,28.5,,,,
279,2022-07-05 22:00,27.5,,1,140,80,29.3,23.7,1001.5,1007,,,,,8,3,,17,2000,,,28.1,,,,
279,2022-07-05 23:00,26.3,,0.3,0,88,30,24.1,1001.9,1007.5,,,,,6,1,,14,1739,,,27.6,,,,
279,2022-07-06 0:00,26,,0.9,290,90,30.2,24.2,1002.1,1007.7,,,,,6,6,,15,1388,,,27.3,,,,
279,2022-07-06 1:00,25.9,,0.8,320,89,29.7,23.9,1002,1007.6,,,,,9,6,,14,1664,,,27,,,,
279,2022-07-06 2:00,25.8,0,0.3,0,91,30.2,24.2,1002.1,1007.7,,,,,9,3,,7,1329,,,27.1,,,,
279,2022-07-06 3:00,25.5,0,0.4,0,93,30.2,24.2,1002.1,1007.7,,,,,10,2,,10,1010,,,26.9,,,,
279,2022-07-06 4:00,25.5,,0.8,270,90,29.3,23.7,1002.2,1007.8,,,,,8,8,,7,1435,,,26.7,,,,
279,2022-07-06 5:00,25.2,,0.3,0,93,29.7,23.9,1002.5,1008.1,,,,,7,7,,10,1108,,,26.5,,,,
279,2022-07-06 6:00,25.4,,0,0,91,29.5,23.8,1002.9,1008.5,0,,,,9,1,,6,1235,,,26.8,,,,
279,2022-07-06 7:00,26,,0.3,0,86,28.8,23.4,1003.1,1008.7,0,,,,7,1,,5,1716,,,27.5,,,,
279,2022-07-06 8:00,27.1,,0.2,0,77,27.6,22.7,1003.8,1009.4,0,,,,8,7,,5,1853,,,29.2,,,,
279,2022-07-06 9:00,28.2,,0.8,160,72,27.4,22.6,1003.8,1009.3,0.1,,,,9,9,,6,1427,,,33,,,,
279,2022-07-06 10:00,28,,1.1,110,72,27.1,22.4,1003.7,1009.2,0.3,,,,7,7,,9,1378,,,34.2,,,,
279,2022-07-06 11:00,29.5,,0.7,90,68,27.9,22.9,1003.6,1009.1,0,,,,9,6,,8,1539,,,37.2,,,,
279,2022-07-06 12:00,30.8,,1.6,140,62,27.4,22.6,1003.3,1008.8,0.4,,,,8,8,,9,1768,,,45.5,,,,
279,2022-07-06 13:00,31.3,,1.3,90,62,28.3,23.1,1003.1,1008.6,0.3,,,,8,8,,10,1984,,,43.1,,,,
279,2022-07-06 14:00,32.1,,1.2,110,58,27.6,22.7,1002.4,1007.9,0.5,,,,8,4,,,2000,,,47.6,,,,
279,2022-07-06 15:00,32.6,,1.5,250,55,26.9,22.3,1001.9,1007.4,0.9,,,,8,1,,12,2000,,,50.5,,,,
279,2022-07-06 16:00,32.4,,1.5,250,56,27.1,22.4,1001.6,1007.1,0.5,,,,7,3,,27,2000,,,45.1,,,,
279,2022-07-06 17:00,32.8,,0.5,230,55,27.2,22.5,1001.2,1006.6,0.4,,,,8,6,,51,2000,,,41.8,,,,
279,2022-07-06 18:00,32.9,,0.5,270,56,27.9,22.9,1001.2,1006.6,0.6,,,,7,7,,53,2000,,,39.5,,,,
279,2022-07-06 19:00,32.2,,0.5,160,57,27.2,22.5,1001.6,1007.1,0.5,,,,8,3,,13,2000,,,35.2,,,,
279,2022-07-06 20:00,29.5,,1,140,68,27.9,22.9,1002.6,1008.1,0,,,,7,7,,13,2000,,,32.1,,,,
279,2022-07-06 21:00,29,,1.3,90,70,27.9,22.9,1003.1,1008.6,,,,,7,5,,9,2000,,,30.5,,,,
279,2022-07-06 22:00,28.7,,1.6,90,74,28.9,23.5,1003.7,1009.2,,,,,6,6,,7,2000,,,29.8,,,,
279,2022-07-06 23:00,28.3,,1.1,70,74,28.4,23.2,1003.6,1009.1,,,,,6,2,,33,2000,,,28.9,,,,
279,2022-07-07 0:00,28.3,,1.6,110,73,27.9,22.9,1003.7,1009.2,,,,,5,5,,,2000,,,28.2,,,,
279,2022-07-07 1:00,28,,1.5,110,72,27.1,22.4,1003.7,1009.2,,,,,8,1,,11,2000,,,28,,,,
279,2022-07-07 2:00,27.5,,1.7,140,75,27.4,22.6,1003.9,1009.4,,,,,8,2,,10,2000,,,27.7,,,,
279,2022-07-07 3:00,27.2,,1.3,140,76,27.2,22.5,1003.7,1009.3,,,,,9,3,,7,2000,,,27.4,,,,
279,2022-07-07 4:00,26.9,,0.8,140,77,27.2,22.5,1003.7,1009.3,,,,,6,1,,,2000,,,26.9,,,,
279,2022-07-07 5:00,25.7,,0.2,0,84,27.6,22.7,1003.5,1009.1,,,,,5,0,,,2000,,,26.2,,,,
279,2022-07-07 6:00,26.8,,0.9,140,80,28.1,23,1004.1,1009.7,0,,,,6,0,,,2000,,,26.7,,,,
279,2022-07-07 7:00,27.3,,1.8,110,77,27.9,22.9,1003.8,1009.4,0.3,,,,8,0,,,2000,,,28.6,,,,
279,2022-07-07 8:00,28.4,,1.9,110,73,28.1,23,1003.9,1009.4,0.6,,,,7,1,,10,2000,,,31.4,,,,
279,2022-07-07 9:00,28.9,,1.1,110,71,28.3,23.1,1003.6,1009.1,0.3,,,,7,7,,7,2000,,,33.8,,,,
279,2022-07-07 10:00,29.7,,0.5,180,70,29.1,23.6,1003,1008.5,0,,,,9,9,,8,2000,,,35.8,,,,
279,2022-07-07 11:00,30.7,,1.6,250,61,26.9,22.3,1002.5,1008,0.1,,,,7,7,,10,2000,,,38.9,,,,
279,2022-07-07 12:00,31.8,,1.1,160,57,26.8,22.2,1001.9,1007.4,0.5,,,,7,7,,13,2000,,,42.9,,,,
279,2022-07-07 13:00,32.7,,1.5,230,51,25.2,21.2,1001.1,1006.5,0.6,,,,8,5,,14,2000,,,44.6,,,,
279,2022-07-07 14:00,33.6,,2.7,250,48,24.9,21,1000.6,1006,0.9,,,,8,2,,20,2000,,,52.7,,,,
279,2022-07-07 15:00,32.9,,2.3,200,49,24.4,20.7,1000.1,1005.5,0.6,,,,7,4,,21,2000,,,46.2,,,,
279,2022-07-07 16:00,33.2,,3.2,250,49,24.9,21,999.9,1005.3,0.7,,,,7,2,,20,2000,,,46.9,,,,
279,2022-07-07 17:00,32.1,,2.2,230,53,25.3,21.3,999.8,1005.2,0.5,,,,8,8,,23,2000,,,40.5,,,,
279,2022-07-07 18:00,31.4,,1,340,56,25.6,21.5,999.9,1005.4,0.1,,,,8,4,,23,2000,,,36.6,,,,
279,2022-07-07 19:00,30.6,,1.5,140,59,25.8,21.6,999.9,1005.4,0,,,,8,2,,28,2000,,,33.7,,,,
279,2022-07-07 20:00,30,,1.4,250,62,26.3,21.9,1000.1,1005.6,0,,,,8,2,,35,2000,,,31.4,,,,
279,2022-07-07 21:00,29.4,,0.7,140,65,26.6,22.1,1000.2,1005.7,,,,,8,4,,23,2000,,,30.4,,,,
279,2022-07-07 22:00,29,,1.3,140,68,27.1,22.4,1000.5,1006,,,,,8,1,,9,2000,,,29.9,,,,
279,2022-07-07 23:00,28.6,,0.6,110,71,27.7,22.8,1000.3,1005.8,,,,,7,0,,,2000,,,29.3,,,,
279,2022-07-08 0:00,28.2,,1.3,140,73,27.7,22.8,999.9,1005.4,,,,,6,4,,,2000,,,29,,,,
279,2022-07-08 1:00,28,,1,110,75,28.3,23.1,999.5,1005,,,,,5,1,,10,2000,,,28.8,,,,
279,2022-07-08 2:00,28,,1.3,110,75,28.3,23.1,999.2,1004.7,,,,,6,1,,13,2000,,,28.8,,,,
279,2022-07-08 3:00,27.2,0,0.3,0,81,29.1,23.6,998.8,1004.3,,,,,8,7,,13,2000,,,28.1,,,,
279,2022-07-08 4:00,26.6,,0,0,84,29.1,23.6,998.5,1004,,,,,6,0,,,2000,,,27.6,,,,
279,2022-07-08 5:00,26.4,,0,0,84,28.8,23.4,998.5,1004,,,,,9,1,,16,2000,,,27.7,,,,
279,2022-07-08 6:00,26.7,,0,0,83,28.9,23.5,998.4,1003.9,0,,,,8,8,,15,2000,,,28.1,,,,
279,2022-07-08 7:00,27.7,,0.3,0,80,29.7,23.9,998.5,1004,0,,,,8,8,,13,2000,,,30,,,,
279,2022-07-08 8:00,27.3,0,0,0,85,30.7,24.5,998.7,1004.2,0,,,,9,9,,8,1872,,,29.4,,,,
279,2022-07-08 9:00,28.5,,0.9,70,78,30.2,24.2,998.8,1004.3,0.2,,,,9,3,,5,2000,,,34.3,,,,
279,2022-07-08 10:00,28.4,,1.6,340,76,29.3,23.7,998.7,1004.2,0.1,,,,9,8,,7,2000,,,36.1,,,,
279,2022-07-08 11:00,30.6,0.1,1.5,340,65,28.4,23.2,998.2,1003.7,0.4,,,,8,2,,17,2000,,,42.7,,,,
279,2022-07-08 12:00,30.4,0,0.9,320,64,27.7,22.8,997.7,1003.2,0.4,,,,8,6,,12,2000,,,42.3,,,,
279,2022-07-08 13:00,32.3,0,1.8,320,60,28.9,23.5,997.3,1002.7,0.5,,,,8,7,,10,2000,,,48.6,,,,
279,2022-07-08 14:00,31.4,,1.6,320,59,27.1,22.4,996.4,1001.8,0.8,,,,8,1,,15,1571,,,47.2,,,,
279,2022-07-08 15:00,32.3,,1.3,320,52,25,21.1,995.8,1001.2,0.3,,,,7,5,,15,2000,,,45.2,,,,
279,2022-07-08 16:00,32.2,,2,290,51,24.4,20.7,995.7,1001.1,0.5,,,,9,6,,21,2000,,,45.8,,,,
279,2022-07-08 17:00,31.9,,1.3,320,52,24.6,20.8,995.5,1000.9,0.8,,,,7,1,,20,2000,,,44.8,,,,
279,2022-07-08 18:00,30.9,,1.4,290,55,24.6,20.8,995.4,1000.8,0.9,,,,4,0,,,2000,,,39.6,,,,
279,2022-07-08 19:00,30.3,,0.9,320,58,25,21.1,995.7,1001.2,0.6,,,,4,0,,,2000,,,33.9,,,,
279,2022-07-08 20:00,28.8,,0.9,290,62,24.4,20.7,996,1001.5,0,,,,4,0,,,2000,,,30.5,,,,
279,2022-07-08 21:00,27.8,,1.1,290,65,24.3,20.6,996.3,1001.8,,,,,4,0,,,2000,,,28.7,,,,
279,2022-07-08 22:00,27.6,,1.5,290,64,23.5,20.1,996.5,1002,,,,,4,0,,,2000,,,27.7,,,,
279,2022-07-08 23:00,26.8,,0.9,290,67,23.5,20.1,996.5,1002,,,,,3,0,,,2000,,,26.8,,,,
279,2022-07-09 0:00,25.9,,0.8,320,70,23.4,20,996.2,1001.7,,,,,2,0,,,2000,,,26,,,,
279,2022-07-09 1:00,25,,1.2,290,74,23.4,20,996,1001.6,,,,,4,0,,,1990,,,25.5,,,,
279,2022-07-09 2:00,24.7,,1.7,270,75,23.2,19.9,996,1001.5,,,,,9,0,,,2000,,,25.3,,,,
279,2022-07-09 3:00,25.4,,0.8,320,72,23.2,19.9,995.9,1001.5,,,,,9,1,,12,2000,,,26.3,,,,
279,2022-07-09 4:00,25.2,,0.9,320,72,22.9,19.7,995.9,1001.5,,,,,9,1,,20,2000,,,26,,,,
279,2022-07-09 5:00,24.7,,0.7,320,74,22.9,19.7,996.2,1001.7,,,,,7,5,,19,2000,,,25.1,,,,
